Row,MAE,MAE_norm,MSE,MSE_norm,RMSE,RMSE_norm,R-squared,R-squared_norm,MAPE,MAPE_norm,MAD,MAD_norm
PM2_5,13.3779176916921,2.0067136101655,358.473375473356,6.04842387527796,18.9333931315376,2.45935436146928,-10.2343230908764,-6.07320505112134,123.997678696675,103.931135155832,7.71497145195647,1.56912221329444
PM10,15.0569276437057,1.85266085659573,448.050235360241,5.19154810344633,21.167197154093,2.27849689564114,-8.83092428435589,-6.29208831344371,116.116199115507,80.892804497836,8.32593981485244,1.49522457331334
