Row,MAE,MAE_norm,MSE,MSE_norm,RMSE,RMSE_norm,R-squared,R-squared_norm,MAPE,MAPE_norm,MAD,MAD_norm
PM2_5,37.4226316138217,5.57810629588047,6249.75239849534,245.730109456458,79.0553755192861,15.6757809839401,-930.381183864591,-2254.73364585231,536.626667787239,248.611021266479,11.8856670270113,1.22682179793387
PM10,50.1273688982284,6.03651970940975,11691.1916138168,307.784843387346,108.125813818055,17.543797860992,-1138.09937258048,-2992.75863283952,529.918512602893,240.286917410664,14.7168076298471,1.00034032710965
