date,pm2_5,pm10,o3,no2,so2,co,temp,pressure,humidity,wind_speed,clouds
2022-07-26,7.36625,8.610833333333330,63.867500000000000,10.457916666666700,6.215416666666670,226.9745833333330,290.93,1008,92,2.06,0
2022-07-27,2.9162500000000000,4.494166666666670,59.469166666666700,7.069583333333330,5.179583333333330,192.34458333333300,290.78,1013,61,3.6,0
2022-07-28,4.569166666666670,7.1000000000000000,47.82458333333330,12.264166666666700,9.206250000000000,224.81875,290.03,1017,71,1.54,0
2022-07-29,4.187083333333330,5.639583333333330,43.44458333333330,9.310833333333330,6.167083333333340,198.8108333333330,292.8,1015,57,4.63,0
2022-07-30,3.0733333333333300,3.4825000000000000,53.67375000000000,4.926666666666670,3.2687500000000000,175.02958333333300,289.86,1008,91,3.09,75
2022-07-31,2.945,3.2254166666666700,41.365833333333300,4.94375,3.397916666666670,174.88916666666700,288.07,1009,95,4.63,75
2022-08-01,8.944166666666670,10.761250000000000,53.66125,12.673333333333300,12.628333333333300,249.50541666666700,293.51,1012,78,0.51,0
2022-08-02,22.814583333333300,27.32875,34.56791666666670,22.594583333333300,36.627083333333300,417.1616666666670,292.76,1015,85,1.54,0
2022-08-03,40.922083333333300,47.03583333333340,31.77083333333330,40.37041666666670,44.52541666666670,581.2045833333330,294.64,1015,77,2.06,0
2022-08-04,12.055,14.483750000000000,69.54,12.793333333333300,11.675833333333300,245.61083333333300,295.21,1014,62,2.06,0
2022-08-05,10.98375,13.121666666666700,62.970416666666700,16.16541666666670,14.358750000000000,265.5683333333330,297.54,1010,70,2.57,0
2022-08-06,6.621666666666670,7.825000000000000,49.219166666666700,10.005,7.633333333333330,223.00958333333300,289.85,1022,89,1.54,40
2022-08-07,11.01625,13.410416666666700,40.267916666666700,15.61,26.782083333333300,326.4141666666670,289.15,1021,79,1.03,0
2022-08-08,10.979166666666700,14.27458333333330,32.4125,19.531250000000000,22.28791666666670,305.8320833333330,292.82,1023,61,4.12,0
2022-08-09,7.03875,9.086250000000000,47.2175,14.226666666666700,14.474166666666700,237.75291666666700,291.96,1023,77,2.57,0
2022-08-10,8.455416666666670,10.520833333333300,40.89375,15.115000000000000,15.22541666666670,248.46375,291.57,1021,74,2.57,0
2022-08-11,8.179166666666670,10.26375,37.05083333333330,14.095416666666700,13.470833333333300,246.5154166666670,292.27,1020,78,1.54,0
2022-08-12,5.3379166666666700,6.3737500000000000,48.19083333333330,9.852083333333330,8.16125,213.41500000000000,293.18,1016,91,2.57,40
2022-08-13,10.379583333333300,11.616666666666700,63.18083333333330,9.269583333333330,7.964583333333330,218.76875000000000,293.64,1011,87,3.09,0
2022-08-14,5.890416666666670,6.637083333333330,47.519583333333300,6.567916666666670,5.748750000000000,212.58000000000000,293.91,1007,88,1.54,0
2022-08-15,4.781250000000000,5.672083333333330,30.361666666666700,7.910000000000000,6.707083333333330,220.64541666666700,296.58,1006,83,2.57,0
2022-08-16,12.676666666666700,14.441666666666700,24.26625,16.530000000000000,16.761666666666700,288.79541666666700,296.14,1007,84,2.57,0
2022-08-17,16.887083333333300,20.029583333333300,25.08708333333330,16.232916666666700,24.490416666666700,372.17125000000000,296.31,1010,83,2.06,0
2022-08-18,14.176250000000000,18.017083333333300,39.44833333333330,14.315000000000000,18.319583333333300,331.2120833333330,297.38,1010,78,3.09,0
2022-08-19,7.2145833333333300,8.7575,59.55916666666670,7.1504166666666700,6.437916666666670,219.53458333333300,297.84,1011,61,5.14,0
2022-08-20,5.754166666666670,7.081666666666670,57.10208333333330,5.852500000000000,5.267083333333340,199.64666666666700,297.22,1009,69,4.63,0
2022-08-21,4.302916666666670,5.517916666666670,43.86166666666670,8.295416666666670,7.792916666666670,216.61250000000000,295.11,1008,80,1.54,20
2022-08-22,5.589583333333330,7.107500000000000,32.86083333333330,11.165833333333300,10.197083333333300,246.44500000000000,295.07,1010,83,3.09,0
2022-08-23,22.7175,51.025000000000000,33.651666666666700,17.11083333333330,15.64625,278.36375000000000,295.31,1013,86,2.57,0
2022-08-24,32.69041666666670,66.925,19.820833333333300,24.311666666666700,22.922500000000000,349.7795833333330,294.97,1017,86,5.14,75
2022-08-25,15.327916666666700,22.2075,49.30875,11.685,11.84375,252.70291666666700,297.04,1013,55,1.54,0
2022-08-26,10.512500000000000,14.225000000000000,52.97666666666670,13.165833333333300,14.846666666666700,278.29375000000000,296.46,1010,58,2.57,0
2022-08-27,13.978333333333300,16.824583333333300,45.45750000000000,19.132083333333300,19.421250000000000,307.1520833333330,295.71,1009,57,2.06,0
2022-08-28,18.362083333333300,22.135833333333300,62.961666666666700,11.51625,11.335000000000000,260.0745833333330,293.63,1009,83,1.54,0
2022-08-29,8.659583333333330,9.93625,56.23666666666670,7.512083333333340,5.449583333333330,220.43750000000000,291.01,1014,81,3.6,0
2022-08-30,2.914583333333330,3.9670833333333300,46.92416666666670,7.106666666666670,5.5370833333333300,196.93291666666700,290.48,1017,86,4.12,0
2022-08-31,3.1812500000000000,4.274166666666670,38.70583333333330,9.932500000000000,9.779583333333340,214.7341666666670,289.47,1017,72,4.63,0
2022-09-01,5.735833333333330,7.356250000000000,34.593333333333300,14.082916666666700,16.207500000000000,256.18125000000000,286.34,1018,77,2.57,0
2022-09-02,8.6275,11.784583333333300,33.89583333333330,17.9,22.311666666666700,304.8575,286.88,1018,68,2.57,0
2022-09-03,7.932916666666670,11.04166666666670,35.65833333333330,16.477500000000000,18.583750000000000,290.39458333333300,287.69,1017,61,2.06,0
2022-09-04,9.468750000000000,12.190833333333300,41.25333333333330,11.961666666666700,14.588750000000000,284.4820833333330,289.02,1023,58,5.14,0
2022-09-05,5.946250000000000,8.04125,51.14000000000000,13.244583333333300,17.557916666666700,258.75416666666700,286.92,1023,62,4.63,0
2022-09-06,5.866250000000000,8.19375,50.25333333333330,13.005416666666700,16.113333333333300,256.4591666666670,285.34,1019,57,3.09,0
2022-09-07,6.493750000000000,8.744166666666670,55.089166666666700,13.411250000000000,16.115,260.63125000000000,287.04,1015,49,3.09,0
2022-09-08,4.279583333333330,5.585000000000000,66.92083333333330,7.323333333333330,7.890000000000000,208.68583333333300,291.02,1011,38,6.17,75
2022-09-09,6.724166666666670,7.971666666666670,48.63750000000000,11.037083333333300,10.372083333333300,228.99000000000000,286.54,1013,91,4.63,100
2022-09-10,6.1000000000000000,7.55,27.104583333333300,10.64875,10.803750000000000,226.00125,285.74,1008,90,1.03,75
2022-09-11,6.135416666666660,6.829583333333330,41.03708333333330,9.35875,7.745833333333330,214.17875,286.01,1007,78,6.17,75
2022-09-12,17.8825,20.419166666666700,41.737500000000000,18.89166666666670,25.215,377.80375,284.19,1011,91,1.03,90
2022-09-13,42.46916666666670,48.0525,23.39125,27.221666666666700,53.45583333333330,605.1958333333330,289.21,1003,85,2.06,0
2022-09-14,12.5525,15.32,41.34916666666670,16.688333333333300,16.940833333333300,303.7441666666670,287.4,999,88,0.0,0
2022-09-15,8.618333333333330,13.086666666666700,43.170000000000000,15.013750000000000,13.089166666666700,263.2058333333330,287.74,998,84,3.09,0
2022-09-16,3.4512500000000000,5.348333333333330,58.202916666666700,8.036250000000000,6.8691666666666700,205.48666666666700,284.16,999,82,2.57,0
2022-09-17,3.7579166666666700,5.013333333333330,43.67541666666670,9.910833333333330,7.133333333333330,218.28291666666700,283.57,999,92,2.06,0
2022-09-18,3.0258333333333300,4.120416666666670,34.97291666666670,8.3325,5.52375,206.66958333333300,283.46,1001,91,3.6,40
2022-09-19,3.8120833333333300,5.074166666666670,36.56750000000000,10.520416666666700,7.5304166666666700,219.8116666666670,283.11,1007,92,3.6,75
2022-09-20,4.517500000000000,6.1500000000000000,24.322916666666700,11.981666666666700,9.809166666666670,228.15625,283.22,1014,92,3.09,0
2022-09-21,4.150416666666670,5.471666666666670,19.625,12.630416666666700,10.071666666666700,226.90541666666700,283.82,1017,90,2.57,0
2022-09-22,7.978333333333330,9.867916666666670,14.14625,15.569166666666700,15.3775,269.11500000000000,282.55,1018,87,3.09,0
2022-09-23,11.942083333333300,15.1475,23.593333333333300,18.967083333333300,19.999166666666700,332.60416666666700,283.6,1014,82,1.03,75
2022-09-24,30.13625,36.525000000000000,21.036250000000000,28.163750000000000,42.75666666666670,542.4716666666670,282.58,1011,83,1.03,0
2022-09-25,21.64625,26.73958333333330,19.783750000000000,21.842083333333300,22.066666666666700,385.3829166666670,284.37,1006,86,2.06,0
2022-09-26,34.22208333333330,39.13958333333330,27.500416666666700,20.966250000000000,26.274583333333300,423.49125,284.95,1001,91,1.54,0
2022-09-27,14.498333333333300,16.58,27.0425,14.900416666666700,13.128750000000000,287.19500000000000,285.23,996,89,4.12,75
2022-09-28,7.282083333333340,8.410000000000000,29.831666666666700,14.596666666666700,11.105833333333300,256.04166666666700,282.67,996,91,1.79,0
2022-09-29,30.553750000000000,34.49166666666670,18.714583333333300,20.24875,31.871250000000000,526.4083333333330,280.45,1002,93,1.54,20
