Row,MAE,MAE_norm,MSE,MSE_norm,RMSE,RMSE_norm,R-squared,R-squared_norm,MAPE,MAPE_norm,MAD,MAD_norm
PM2_5,25.3071548958471,2.70884971671778,2056.18725227585,54.713565630486,45.3452009839613,7.39686187720752,-38.1412645502642,-174.181162701467,257.771418814077,115.529107356818,12.9688579490781,0.922244113309016
PM10,28.9997313231558,2.57892901240827,2788.93909758127,47.2383831608934,52.8104070953943,6.87301848978259,-38.2609874280137,-169.618160233857,222.189831738455,100.078346105836,14.2377493865111,0.92324326355793
