Row,MAE,MAE_norm,MSE,MSE_norm,RMSE,RMSE_norm,R-squared,R-squared_norm,MAPE,MAPE_norm,MAD,MAD_norm
PM2_5,10.9501095074876,0.827295227485898,363.500929296283,1.20983340612779,19.0657003358461,1.099924272906,-5.91954782917016,-2.87362841953862,123.390780134031,37.7286184840895,6.90543711609936,0.59344962475837
PM10,13.0676597650233,0.806944599165922,494.09815499574,1.13819625507261,22.2283187622398,1.0668628098648,-5.95561314634524,-3.1109991077409,105.579544397629,32.0793127428948,7.93739645624869,0.54291808899677
